user_id,genre,genre_count
899,Crime,6
899,Animation,4
899,Horror,3
899,Documentary,1
899,Fantasy,1
899,Film-Noir,1
897,Action,57
897,Comedy,56
897,Drama,55
897,Thriller,40
897,Adventure,35
897,Romance,32
897,Sci-Fi,28
897,Children's,26
897,War,20
897,Musical,15
897,Horror,14
897,Crime,12
897,Animation,11
897,Western,10
897,Mystery,6
897,Fantasy,5
897,Film-Noir,3
896,Drama,138
896,Action,117
896,Comedy,91
896,Thriller,81
896,Romance,57
896,Adventure,54
896,Sci-Fi,52
896,War,36
896,Crime,31
896,Horror,26
896,Mystery,24
896,Children's,22
896,Animation,16
896,Musical,15
896,Western,13
896,Film-Noir,9
896,Fantasy,5
896,Documentary,2
894,Drama,146
894,Thriller,56
894,Romance,54
894,Comedy,50
894,Action,37
894,Crime,22
894,Sci-Fi,19
894,Mystery,18
894,War,18
894,Adventure,16
894,Horror,4
894,Film-Noir,4
894,Musical,3
894,Documentary,3
894,Fantasy,2
894,Western,1
894,Children's,1
894,Animation,1
893,Action,24
893,Comedy,20
893,Thriller,17
893,Romance,15
893,Sci-Fi,15
893,Drama,14
893,Adventure,10
893,War,8
893,Children's,5
893,Crime,4
893,Animation,4
893,Horror,2
893,Mystery,2
893,Fantasy,2
892,Comedy,69
892,Drama,69
892,Action,64
892,Adventure,45
892,Romance,43
892,Thriller,38
892,Children's,35
892,Sci-Fi,32
892,War,24
892,Animation,21
892,Crime,19
892,Musical,19
892,Mystery,10
892,Western,9
892,Horror,8
892,Fantasy,6
892,Film-Noir,3
890,Drama,42
890,Comedy,30
890,Action,29
890,Sci-Fi,26
890,Adventure,23
890,War,20
890,Romance,17
890,Horror,17
890,Thriller,16
890,Children's,10
890,Mystery,6
890,Animation,6
890,Musical,6
890,Film-Noir,5
890,Crime,4
890,Western,3
890,Documentary,1
890,Fantasy,1
889,Drama,125
889,Comedy,117
889,Action,85
889,Thriller,72
889,Romance,57
889,Adventure,41
889,Sci-Fi,37
889,Crime,33
889,War,31
889,Mystery,18
889,Musical,13
889,Children's,12
889,Western,11
889,Horror,8
889,Animation,8
889,Film-Noir,7
889,Documentary,5
889,Fantasy,5
887,Comedy,61
887,Drama,47
887,Children's,43
887,Adventure,40
887,Action,39
887,Sci-Fi,28
887,Thriller,22
887,Romance,19
887,Musical,19
887,Animation,17
887,War,11
887,Horror,8
887,Crime,8
887,Fantasy,7
887,Western,2
887,Documentary,2
887,Film-Noir,1
887,Mystery,1
886,Drama,91
886,Comedy,84
886,Action,80
886,Thriller,56
886,Romance,41
886,Adventure,34
886,Sci-Fi,31
886,Crime,25
886,War,22
886,Horror,12
886,Children's,11
886,Musical,8
886,Animation,5
886,Mystery,5
886,Western,4
886,Documentary,3
886,Fantasy,3
886,Film-Noir,2
885,Comedy,46
885,Drama,35
885,Romance,25
885,Children's,23
885,Action,21
885,Musical,17
885,Animation,15
885,Adventure,14
885,Thriller,12
885,Sci-Fi,11
885,War,8
885,Crime,5
885,Mystery,3
885,Fantasy,2
885,Horror,1
885,Western,1
883,Drama,124
883,Comedy,97
883,Romance,75
883,Action,53
883,Thriller,52
883,Adventure,27
883,Sci-Fi,25
883,Crime,24
883,War,20
883,Mystery,15
883,Horror,8
883,Children's,7
883,Musical,5
883,Western,4
883,Film-Noir,4
883,Documentary,4
883,Animation,3
883,Fantasy,1
882,Comedy,45
882,Drama,42
882,Action,42
882,Children's,27
882,Romance,26
882,Adventure,26
882,Thriller,25
882,Sci-Fi,25
882,War,14
882,Musical,13
882,Animation,13
882,Horror,8
882,Mystery,5
882,Western,4
882,Fantasy,3
882,Crime,3
882,Film-Noir,1
881,Comedy,83
881,Drama,78
881,Action,68
881,Adventure,55
881,Thriller,51
881,Romance,45
881,Children's,43
881,Sci-Fi,36
881,War,28
881,Musical,21
881,Animation,16
881,Crime,15
881,Horror,13
881,Mystery,9
881,Fantasy,8
881,Western,5
881,Film-Noir,4
880,Comedy,154
880,Action,117
880,Drama,109
880,Thriller,88
880,Adventure,51
880,Romance,50
880,Sci-Fi,45
880,Crime,43
880,Children's,27
880,War,22
880,Mystery,16
880,Horror,16
880,Musical,11
880,Animation,10
880,Western,10
880,Fantasy,6
880,Film-Noir,5
880,Documentary,1
878,Drama,76
878,Romance,51
878,Comedy,45
878,Action,14
878,War,14
878,Adventure,14
878,Children's,12
878,Sci-Fi,11
878,Musical,9
878,Thriller,6
878,Crime,5
878,Animation,5
878,Mystery,3
878,Western,3
878,Documentary,1
878,Fantasy,1
878,Horror,1
878,Film-Noir,1
877,Drama,42
877,Romance,40
877,Comedy,21
877,Thriller,19
877,Action,16
877,War,11
877,Adventure,7
877,Sci-Fi,7
877,Mystery,5
877,Musical,4
877,Crime,4
877,Horror,3
877,Children's,2
877,Film-Noir,1
877,Western,1
877,Animation,1
875,Drama,50
875,Thriller,24
875,Comedy,22
875,Romance,19
875,Action,18
875,Sci-Fi,14
875,War,12
875,Crime,10
875,Mystery,8
875,Adventure,7
875,Children's,5
875,Animation,4
875,Musical,4
875,Horror,3
875,Film-Noir,3
875,Fantasy,1
875,Documentary,1
872,Comedy,27
872,Drama,24
872,Thriller,23
872,Action,18
872,Romance,15
872,Adventure,7
872,Mystery,6
872,Children's,5
872,Crime,5
872,Horror,4
872,Sci-Fi,3
872,Animation,2
872,Fantasy,2
872,War,1
871,Drama,53
871,Action,38
871,Romance,32
871,Comedy,27
871,Thriller,24
871,War,17
871,Adventure,14
871,Sci-Fi,12
871,Crime,11
871,Western,5
871,Mystery,5
871,Horror,4
871,Musical,3
871,Documentary,3
871,Children's,2
871,Film-Noir,1
871,Animation,1
870,Drama,124
870,Comedy,88
870,Thriller,72
870,Romance,57
870,Action,43
870,War,27
870,Crime,25
870,Mystery,19
870,Sci-Fi,18
870,Adventure,17
870,Horror,10
870,Film-Noir,9
870,Western,8
870,Musical,6
870,Children's,5
870,Animation,4
870,Documentary,3
870,Fantasy,1
868,Comedy,73
868,Action,65
868,Drama,59
868,Adventure,41
868,Sci-Fi,40
868,Thriller,37
868,Romance,35
868,Children's,24
868,War,19
868,Animation,16
868,Horror,15
868,Musical,14
868,Crime,13
868,Western,10
868,Mystery,5
868,Fantasy,3
868,Film-Noir,1
867,Drama,45
867,Action,33
867,Thriller,30
867,Sci-Fi,23
867,War,21
867,Romance,16
867,Adventure,16
867,Comedy,14
867,Mystery,6
867,Crime,6
867,Children's,5
867,Musical,4
867,Animation,2
867,Western,2
867,Film-Noir,2
867,Horror,1
867,Documentary,1
867,Fantasy,1
865,Comedy,21
865,Action,21
865,Animation,17
865,Thriller,14
865,Children's,13
865,Drama,13
865,Adventure,12
865,Sci-Fi,11
865,Musical,10
865,Crime,5
865,War,5
865,Romance,5
865,Mystery,3
865,Horror,2
865,Fantasy,2
865,Film-Noir,1
865,Documentary,1
864,Drama,109
864,Comedy,95
864,Action,80
864,Thriller,67
864,Adventure,49
864,Romance,45
864,Sci-Fi,38
864,Children's,36
864,War,23
864,Animation,22
864,Musical,21
864,Crime,20
864,Horror,19
864,Mystery,13
864,Western,6
864,Fantasy,6
864,Film-Noir,3
864,Documentary,1
863,Drama,46
863,Thriller,34
863,Comedy,23
863,Romance,21
863,Action,16
863,Mystery,13
863,Crime,13
863,Sci-Fi,7
863,Horror,7
863,War,5
863,Musical,5
863,Adventure,5
863,Film-Noir,4
863,Children's,3
863,Documentary,2
863,Animation,1
862,Drama,61
862,Action,54
862,Thriller,40
862,Adventure,37
862,Comedy,36
862,Sci-Fi,33
862,Romance,24
862,War,23
862,Horror,14
862,Crime,13
862,Children's,10
862,Musical,9
862,Mystery,8
862,Film-Noir,4
862,Animation,4
862,Western,4
862,Fantasy,4
860,Drama,38
860,Comedy,36
860,Romance,20
860,Thriller,11
860,Crime,7
860,Action,7
860,Mystery,6
860,War,4
860,Sci-Fi,2
860,Musical,2
860,Adventure,2
860,Film-Noir,1
860,Horror,1
860,Children's,1
854,Drama,105
854,Comedy,56
854,Thriller,52
854,Action,42
854,Romance,42
854,Sci-Fi,27
854,Adventure,24
854,Crime,19
854,Mystery,19
854,War,18
854,Horror,7
854,Children's,6
854,Film-Noir,5
854,Musical,4
854,Documentary,3
854,Fantasy,3
854,Western,3
854,Animation,1
851,Drama,69
851,Thriller,68
851,Action,66
851,Comedy,55
851,Adventure,28
851,Romance,27
851,Crime,27
851,Sci-Fi,22
851,War,17
851,Children's,14
851,Horror,11
851,Mystery,10
851,Musical,6
851,Animation,6
851,Fantasy,4
851,Film-Noir,3
851,Western,2
851,Documentary,1
850,Comedy,20
850,Action,18
850,Drama,15
850,Romance,13
850,Adventure,13
850,Thriller,11
850,Sci-Fi,8
850,Children's,7
850,War,7
850,Musical,6
850,Animation,3
850,Western,2
850,Mystery,1
850,Crime,1
850,Horror,1
848,Drama,58
848,Comedy,50
848,Romance,33
848,Action,29
848,Adventure,28
848,War,22
848,Thriller,20
848,Sci-Fi,19
848,Children's,15
848,Musical,14
848,Mystery,11
848,Animation,6
848,Film-Noir,5
848,Crime,5
848,Horror,5
848,Fantasy,4
848,Western,3
848,Documentary,3
847,Comedy,57
847,Drama,39
847,Action,31
847,Sci-Fi,29
847,Romance,27
847,Thriller,24
847,Children's,20
847,Adventure,20
847,War,13
847,Musical,12
847,Horror,11
847,Animation,11
847,Crime,6
847,Mystery,5
847,Fantasy,3
847,Film-Noir,1
847,Documentary,1
846,Drama,161
846,Comedy,132
846,Action,88
846,Romance,78
846,Thriller,59
846,Adventure,56
846,Sci-Fi,43
846,War,36
846,Children's,35
846,Crime,28
846,Horror,25
846,Musical,22
846,Western,16
846,Mystery,15
846,Animation,12
846,Film-Noir,11
846,Fantasy,7
846,Documentary,1
844,Action,32
844,Drama,25
844,Romance,22
844,Adventure,22
844,Comedy,21
844,Sci-Fi,20
844,Thriller,15
844,War,14
844,Children's,10
844,Animation,8
844,Musical,6
844,Crime,6
844,Mystery,2
844,Fantasy,1
844,Western,1
844,Horror,1
844,Film-Noir,1
843,Drama,63
843,Action,60
843,Sci-Fi,49
843,Adventure,43
843,Comedy,39
843,Thriller,39
843,Horror,37
843,Children's,25
843,War,24
843,Romance,22
843,Musical,21
843,Animation,16
843,Crime,9
843,Mystery,5
843,Western,4
843,Film-Noir,3
843,Fantasy,2
843,Documentary,1
840,Drama,85
840,Comedy,54
840,Romance,38
840,Thriller,34
840,Action,32
840,War,24
840,Adventure,24
840,Sci-Fi,22
840,Mystery,15
840,Musical,13
840,Crime,13
840,Children's,12
840,Film-Noir,10
840,Horror,9
840,Animation,7
840,Documentary,5
840,Western,4
840,Fantasy,1
839,Drama,26
839,Comedy,16
839,Romance,15
839,Action,15
839,Thriller,14
839,Sci-Fi,10
839,War,6
839,Crime,5
839,Adventure,5
839,Mystery,2
839,Horror,1
839,Children's,1
839,Animation,1
839,Musical,1
839,Documentary,1
838,Drama,34
838,Comedy,33
838,Action,29
838,Romance,25
838,Sci-Fi,19
838,Adventure,18
838,Thriller,16
838,War,11
838,Crime,9
838,Animation,8
838,Musical,7
838,Children's,7
838,Mystery,5
838,Fantasy,1
838,Film-Noir,1
836,Drama,26
836,Comedy,11
836,Thriller,10
836,Mystery,9
836,Romance,7
836,Crime,6
836,Film-Noir,5
836,War,5
836,Sci-Fi,4
836,Action,4
836,Adventure,2
836,Horror,2
836,Musical,2
836,Documentary,1
836,Children's,1
835,Drama,61
835,Romance,18
835,Comedy,17
835,Action,17
835,Thriller,16
835,Sci-Fi,10
835,War,9
835,Adventure,9
835,Musical,9
835,Horror,7
835,Children's,7
835,Mystery,6
835,Crime,6
835,Film-Noir,4
835,Animation,2
835,Western,1
835,Fantasy,1
834,Drama,32
834,Action,15
834,Romance,14
834,Thriller,12
834,Comedy,11
834,Crime,7
834,War,7
834,Sci-Fi,6
834,Adventure,6
834,Mystery,4
834,Horror,3
834,Children's,1
833,Drama,97
833,Thriller,72
833,Action,72
833,Comedy,65
833,Sci-Fi,47
833,Crime,35
833,Horror,31
833,Adventure,30
833,Romance,26
833,War,22
833,Mystery,10
833,Film-Noir,9
833,Western,6
833,Musical,5
833,Animation,3
833,Documentary,3
833,Fantasy,2
833,Children's,2
833,unknown,1
831,Drama,34
831,Thriller,29
831,Action,24
831,Romance,16
831,Comedy,16
831,Sci-Fi,12
831,Adventure,11
831,War,9
831,Crime,8
831,Mystery,7
831,Horror,3
831,Children's,2
831,Animation,1
830,Action,45
830,Comedy,30
830,Drama,28
830,Adventure,28
830,Romance,23
830,Thriller,20
830,Sci-Fi,18
830,War,13
830,Children's,12
830,Animation,10
830,Musical,9
830,Crime,8
830,Western,6
830,Horror,5
830,Film-Noir,2
830,Mystery,1
830,Fantasy,1
829,Drama,40
829,Romance,23
829,Comedy,21
829,Action,8
829,Thriller,6
829,War,5
829,Sci-Fi,4
829,Musical,3
829,Adventure,3
829,Children's,3
829,Animation,3
829,Crime,2
829,Mystery,2
828,Drama,72
828,Romance,30
828,Comedy,22
828,Thriller,17
828,Action,11
828,Crime,7
828,Adventure,5
828,Sci-Fi,5
828,Mystery,5
828,War,5
828,Horror,3
828,Musical,2
828,Western,1
828,Film-Noir,1
828,Fantasy,1
826,Action,78
826,Adventure,35
826,Sci-Fi,30
826,Thriller,28
826,Drama,21
826,Children's,20
826,Animation,20
826,Comedy,17
826,Romance,17
826,Crime,16
826,War,12
826,Musical,11
826,Horror,6
826,Western,5
826,Fantasy,1
826,Mystery,1
826,Film-Noir,1
825,Drama,50
825,Thriller,49
825,Action,48
825,Comedy,38
825,Romance,23
825,Adventure,23
825,Sci-Fi,20
825,Crime,14
825,War,11
825,Horror,6
825,Children's,5
825,Mystery,5
825,Fantasy,4
825,Western,1
825,Musical,1
825,Film-Noir,1
823,Drama,68
823,Comedy,65
823,Action,47
823,Thriller,40
823,Romance,38
823,Sci-Fi,29
823,Adventure,24
823,War,19
823,Children's,19
823,Crime,16
823,Animation,14
823,Musical,12
823,Mystery,9
823,Horror,7
823,Film-Noir,4
823,Fantasy,2
823,Documentary,1
823,Western,1
821,Drama,28
821,Comedy,16
821,Action,15
821,Adventure,14
821,Romance,14
821,Thriller,10
821,Children's,10
821,War,7
821,Musical,6
821,Animation,5
821,Sci-Fi,3
821,Crime,3
821,Mystery,2
821,Western,2
821,Film-Noir,1
821,Horror,1
821,Documentary,1
821,Fantasy,1
815,Drama,70
815,Comedy,46
815,Action,45
815,Sci-Fi,34
815,Adventure,31
815,Romance,30
815,Children's,28
815,Thriller,28
815,War,22
815,Musical,21
815,Animation,18
815,Horror,13
815,Mystery,10
815,Crime,4
815,Fantasy,4
815,Western,3
815,Film-Noir,2
807,Action,88
807,Adventure,68
807,Children's,52
807,Comedy,49
807,Drama,47
807,Sci-Fi,39
807,Thriller,37
807,Musical,30
807,Romance,28
807,Animation,28
807,War,20
807,Crime,9
807,Fantasy,7
807,Western,7
807,Mystery,6
807,Film-Noir,3
807,Horror,3
807,Documentary,2
806,Drama,54
806,Action,45
806,Comedy,44
806,Romance,27
806,Thriller,26
806,Adventure,24
806,Sci-Fi,21
806,Crime,18
806,War,17
806,Musical,10
806,Mystery,6
806,Animation,6
806,Horror,6
806,Children's,4
806,Film-Noir,4
806,Western,1
805,Comedy,95
805,Drama,83
805,Action,75
805,Thriller,58
805,Adventure,46
805,Romance,41
805,Sci-Fi,38
805,Children's,32
805,Musical,23
805,Horror,22
805,Animation,18
805,Crime,18
805,War,16
805,Mystery,9
805,Fantasy,6
805,Documentary,5
805,Film-Noir,3
805,Western,3
804,Comedy,105
804,Action,101
804,Drama,96
804,Thriller,72
804,Adventure,63
804,Sci-Fi,56
804,Romance,47
804,Children's,33
804,War,31
804,Horror,31
804,Crime,23
804,Musical,18
804,Animation,15
804,Mystery,14
804,Fantasy,11
804,Western,8
804,Film-Noir,4
804,Documentary,2
802,Horror,34
802,Thriller,25
802,Action,19
802,Drama,17
802,Sci-Fi,15
802,Comedy,8
802,Mystery,7
802,Adventure,7
802,Crime,6
802,Romance,5
802,War,5
802,Film-Noir,4
802,Children's,3
802,Western,1
798,Comedy,110
798,Drama,59
798,Romance,58
798,Adventure,56
798,Action,53
798,Children's,51
798,Thriller,28
798,Sci-Fi,25
798,Musical,20
798,Mystery,13
798,Animation,12
798,War,11
798,Crime,10
798,Fantasy,8
798,Horror,6
798,Western,3
796,Drama,129
796,Comedy,110
796,Action,104
796,Romance,87
796,Thriller,83
796,Adventure,54
796,Sci-Fi,44
796,Children's,31
796,Mystery,24
796,War,23
796,Crime,21
796,Horror,20
796,Musical,18
796,Animation,9
796,Film-Noir,5
796,Western,5
796,Fantasy,4
796,Documentary,1
795,Comedy,76
795,Action,49
795,Adventure,36
795,Sci-Fi,33
795,Drama,31
795,Thriller,29
795,Romance,21
795,Children's,17
795,Horror,17
795,Musical,15
795,Crime,11
795,War,10
795,Animation,9
795,Fantasy,6
795,Mystery,4
795,Western,2
795,Film-Noir,1
793,Drama,21
793,Action,19
793,Thriller,18
793,Comedy,14
793,Sci-Fi,11
793,Crime,10
793,Adventure,10
793,Romance,6
793,War,4
793,Horror,3
793,Animation,2
793,Children's,2
793,Film-Noir,1
793,Documentary,1
793,Mystery,1
790,Comedy,103
790,Action,72
790,Drama,64
790,Romance,49
790,Thriller,43
790,Sci-Fi,37
790,Adventure,33
790,War,19
790,Horror,13
790,Children's,12
790,Crime,10
790,Musical,9
790,Western,8
790,Mystery,5
790,Fantasy,4
790,Animation,3
790,Film-Noir,1
788,Drama,105
788,Action,83
788,Thriller,69
788,Comedy,45
788,Adventure,43
788,Sci-Fi,35
788,War,33
788,Romance,32
788,Crime,24
788,Western,15
788,Horror,14
788,Children's,12
788,Mystery,11
788,Musical,10
788,Film-Noir,4
788,Fantasy,3
788,Animation,3
788,Documentary,1
787,Drama,26
787,Thriller,18
787,Romance,15
787,Comedy,12
787,Action,12
787,Mystery,7
787,War,6
787,Crime,5
787,Horror,4
787,Adventure,4
787,Sci-Fi,3
787,Musical,3
787,Children's,3
787,Film-Noir,2
787,Fantasy,1
786,Drama,49
786,Action,34
786,Romance,31
786,Comedy,31
786,Adventure,20
786,Sci-Fi,18
786,War,16
786,Children's,14
786,Thriller,14
786,Musical,12
786,Animation,10
786,Crime,5
786,Mystery,4
786,Horror,4
786,Western,3
786,Film-Noir,2
786,Fantasy,1
782,Drama,92
782,Comedy,70
782,Thriller,53
782,Action,46
782,Romance,41
782,Crime,24
782,Adventure,23
782,Children's,17
782,Sci-Fi,16
782,Mystery,15
782,War,12
782,Horror,10
782,Musical,6
782,Film-Noir,3
782,Animation,3
782,Fantasy,3
782,Documentary,2
780,Drama,26
780,Action,21
780,Comedy,14
780,Romance,14
780,Adventure,12
780,War,12
780,Thriller,9
780,Sci-Fi,7
780,Musical,4
780,Western,2
780,Horror,2
780,Mystery,2
780,Children's,2
780,Crime,1
780,Fantasy,1
780,Film-Noir,1
778,Drama,25
778,Comedy,21
778,Action,20
778,Thriller,14
778,Romance,10
778,Sci-Fi,10
778,Adventure,9
778,Children's,8
778,Musical,6
778,Horror,5
778,War,4
778,Crime,3
778,Fantasy,2
778,Mystery,1
776,Horror,31
776,Drama,30
776,Thriller,21
776,Action,21
776,Comedy,19
776,Sci-Fi,18
776,Romance,16
776,Adventure,13
776,War,9
776,Musical,7
776,Children's,7
776,Crime,6
776,Mystery,6
776,Film-Noir,5
776,Animation,5
776,Western,3
774,Action,83
774,Drama,69
774,Comedy,62
774,Thriller,49
774,Adventure,46
774,Sci-Fi,42
774,Romance,29
774,Horror,28
774,War,22
774,Crime,17
774,Children's,10
774,Musical,9
774,Animation,6
774,Mystery,6
774,Western,6
774,Fantasy,4
774,Film-Noir,4
774,Documentary,1
773,Drama,61
773,Comedy,57
773,Action,44
773,Sci-Fi,29
773,Thriller,27
773,Romance,24
773,Adventure,21
773,Crime,17
773,Horror,13
773,War,10
773,Animation,9
773,Mystery,6
773,Children's,5
773,Musical,4
773,Western,3
773,Fantasy,2
773,Film-Noir,1
773,Documentary,1
771,Comedy,28
771,Drama,27
771,Romance,26
771,Action,15
771,Children's,14
771,Adventure,12
771,Animation,11
771,Musical,8
771,Thriller,7
771,Sci-Fi,7
771,War,7
771,Western,2
771,Fantasy,1
771,Crime,1
771,Mystery,1
770,Drama,27
770,Thriller,20
770,Action,18
770,Comedy,17
770,Romance,15
770,Adventure,11
770,Sci-Fi,10
770,Children's,6
